,Código pai,Código,Descrição,Unidade,Coeficiente,Preço,Total
24229,C0840,C0840,-,-,0.1815,406.582822594304,73.79478230086617
24230,C1400,C1400,-,-,0.66,71.73,47.341800000000006
24231,C2856,C2856,LAJE DE FUNDO P/POÇO DE VISITA C/ANÉIS PRÉ-MOLDADO D=1000mm,MOLDADO D=1000mm ,,,
24232,C0216,C0216,-,-,17.6,14.469999999999999,254.672
24233,C0838,C0838,-,-,0.1125,386.376572594304,43.4673644168592
24234,C0840,C0840,-,-,0.3775,406.582822594304,153.48501552934977
24235,C1400,C1400,-,-,0.9,71.73,64.557
24236,C2851,C2851,INSTALAÇÕES PROVISÓRIAS DE ÁGUA, UN,,,
24237,C2851,I0498,CARPINTEIRO,H,8,23.17,185.36
24238,C2851,I2543,SERVENTE,H,8,17.14,137.12
24239,C2851,I0020,"ADAPTADOR SOLDAVEL C/FLANGE P/CX D'ÁGUA 32x1""",UN,1,15.43,15.43
24240,C2851,I0403,CAGECE - LIGAÇÃO DE ÁGUA,UN,1,79,79
24241,C2851,I0405,"CAIBRO DE 2""x1""",M,10,5.73,57.3
24242,C2851,I0409,"CAIXA D'AGUA DE FIBROCIMENTO DE 1000 L, COM TAMPA",UN,0.5,297.91,148.955
24243,C2851,I2201,TUBO PVC SOLDÁVEL DE 32MM (1'),M,4,6.71,26.84
24244,C2851,I2367,"LINHA DE MADEIRA DE LEI DE 6""x3""",M,10,26.78,267.8
24245,C2851,I2369,"LINHA EM MADEIRA DE LEI DE 4""x2""",M,5,11.9,59.5
24246,C2851,I2410,"PREGO 18X27 (2.1/2"" x 10) (APROXIMADAMENTE 198UN/KG)",KG,0.5,13.8,6.9
24247,C0836,C0836,-,-,0.125,420.699302,52.58741275
24248,C2850,C2850,"INSTALAÇÕES PROVISÓRIAS DE LUZ , FORÇA,TELEFONE E LÓGICA", UN,,,
24249,C2850,I0125,ARMAÇÃO REX TRIFASICA COM ROLDANA,UN,1,49.69,49.69
24250,C2850,I0355,CABO ISOLADO PVC 750V 10MM2,M,60,5.69,341.4
24251,C2850,I0840,CONECTOR SPLIT-BOLT P/CABO 10MM2,UN,4,5.5,22
24252,C2850,I0952,CURVA DE PVC RIGIDO PARA ELETRODUTO DE 1'',UN,2,3.07,6.14
24253,C2850,I1070,ELETRODUTO DE PVC RIGIDO 1'',M,6,5.46,32.76
24254,C2850,I1406,LUVA DE PVC RIGIDO PARA ELETRODUTO 1'',UN,2,1.22,2.44
24255,C2850,I2352,"HASTE DE ATERRAMENTO COPERWELD 5/8"" x 2.40M",UN,1,37.4,37.4
24256,C2850,I2383,NOFUSE DE 70 A.,UN,1,40.51,40.51
24257,C2850,I2405,"POSTE DE CONCRETO DUPLO T (150/9), RESISTÊNCIA NOMINAL 150KG, H=9,00M, PESO APROXIMADO 470KG",UN,1,503.46,503.46
24258,C2850,I2413,QUADRO DE MEDIÇÃO TRIFASICA EM POSTE,UN,1,272.4,272.4
24259,C2853,C2853,LAJE C/FURO EXCÊNTRICO DE 600 MM P/POÇO DE VISITA D=1200mm, UN,,,
24260,C2853,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.1,129.14623602666666,12.914623602666667
24261,C0216,C0216,-,-,9.1,14.469999999999999,131.677
24262,C0840,C0840,-,-,0.1846,406.582822594304,75.05518905090851
24263,C1400,C1400,-,-,0.4522,71.73,32.436306
24264,C2852,C2852,LAJE C/FURO EXCÊNTRICO DE 600 MM P/POÇO DE VISITA D= 1000mm, UN,,,
24265,C2852,I0705,CAMINHÃO COMERC. EQUIP. C/GUINDASTE (CHP),H,0.1,129.14623602666666,12.914623602666667
24266,C0216,C0216,-,-,7.2,14.469999999999999,104.184
24267,C0840,C0840,-,-,0.1356,406.582822594304,55.13263074378762
24268,C1400,C1400,-,-,0.46,71.73,32.9958
24269,C2849,C2849,INSTALAÇÕES PROVISÓRIAS DE ESGOTO, UN,,,
24270,C2849,I0402,CAGECE - LIGAÇÃO DE ESGOTO,UN,1,206,206
24271,C2848,C2848,INSTALAÇÃO OU SUBSTITUIÇÃO DE CAIXA DO HIDRÔMETRO, UN,,,
24272,C2848,I0700,CAMINHONETE SAVEIRO (CHP),H,0.1,77.17543861666667,7.717543861666668
24273,C2848,I2320,ENCANADOR,H,0.5,22.72,11.36
24274,C2848,I2543,SERVENTE,H,0.5,17.14,8.57
24275,C0170,C0170,-,-,0.0087,525.64,4.573067999999999
24276,C2847,C2847,INSTALAÇÃO DE HIDRANTE SUBTERRÂNEO, UN,,,
24277,C2847,I0037,AJUDANTE,H,6,18.63,111.78
24278,C2847,I2320,ENCANADOR,H,4,22.72,90.88
24279,C2846,C2846,INSTALAÇÃO DE HIDRANTE DE COLUNA, UN,,,
24280,C2846,I0037,AJUDANTE,H,6,18.63,111.78
24281,C2846,I2320,ENCANADOR,H,1.5,22.72,34.08
24282,C2845,C2845,INST. DE HIDRÔMETRO E CAVALETE C/ CAIXA NO MURO P002 (CASO I), UN,,,
24283,C2845,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,0.2,78.8208345,15.764166900000001
24284,C2845,I2320,ENCANADOR,H,0.7,22.72,15.903999999999998
24285,C2845,I2543,SERVENTE,H,0.7,17.14,11.998
24286,C2845,I0019,"ADAPTADOR PVC SOLDAVEL CURTO LR P/REG. 25x3/4""",UN,2,0.71,1.42
24287,C2845,I0021,ADESIVO 90ML,UN,0.05,5,0.25
24288,C2845,I0108,AREIA GROSSA,M3,0.05,74.72,3.736
24289,C2845,I0280,BRITA,M3,0.01,76.19,0.7619
24290,C2845,I0805,CIMENTO PORTLAND,KG,3,0.56,1.68
24291,C2845,I2200,TUBO PVC SOLDÁVEL DE 25MM (3/4'),M,1.5,2.99,4.485
24292,C2845,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.1,6.89,0.6890000000000001
24293,C2845,I2363,JOELHO PVC SOLDAVEL 25MM,UN,3,1.17,3.51
24294,C2845,I2368,LINHA DE NYLON REF. 050,KG,0.0006,63.06,0.037835999999999995
24295,C0589,C0589,-,-,0.2,7.4685,1.4937
24296,C2844,C2844,"INST. DE HIDRÔMETRO E CAVALETE 1§ COMPART. (CASO H), RECUO (CASO G)", UN,,,
24297,C2844,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,0.2,78.8208345,15.764166900000001
24298,C2844,I2320,ENCANADOR,H,0.7,22.72,15.903999999999998
24299,C2844,I2543,SERVENTE,H,0.7,17.14,11.998
24300,C2844,I0019,"ADAPTADOR PVC SOLDAVEL CURTO LR P/REG. 25x3/4""",UN,2,0.71,1.42
24301,C2844,I0021,ADESIVO 90ML,UN,0.05,5,0.25
24302,C2844,I0280,BRITA,M3,0.01,76.19,0.7619
24303,C2844,I0805,CIMENTO PORTLAND,KG,3,0.56,1.68
24304,C2844,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.1,6.89,0.6890000000000001
24305,C2844,I2368,LINHA DE NYLON REF. 050,KG,0.0006,63.06,0.037835999999999995
24306,C2843,C2843,IMPERMEABILIZAÇÃO C/ EMULSÃO ASFÁLTICA CONSUMO 2kg/m², M2,,,
24307,C2843,I0037,AJUDANTE,H,0.2,18.63,3.7260000000000004
24308,C2843,I1090,EMULSÃO ASFALTICA,KG,2,14.03,28.06
24309,C2842,C2842,"IMPERMEABILIZAÇÃO C/ CIMENTO CRISTALIZANTE, BASE ACRÍLICA", M2,,,
24310,C2842,I2391,PEDREIRO,H,0.5,23.17,11.585
24311,C2842,I2543,SERVENTE,H,1,17.14,17.14
24312,C2842,I0802,CIMENTO ESPECIAL TIPO K11 DA HEI'DI,KG,3,8.57,25.71
24313,C2842,I0803,"CIMENTO ESPECIAL TIPO KZ DA HEY""DI",KG,0.31,9.49,2.9419
24314,C1398,C1398,"FLANGE SEXTAVADA EM AÇO GALV. D=65mm(2 1/2"")  À  80mm (3"")", UN,,,
24315,C1398,I2320,ENCANADOR,H,0.4,22.72,9.088000000000001
24316,C1398,I2543,SERVENTE,H,0.4,17.14,6.856000000000001
24317,C1398,I1190,FLANGE C/SEXTAVADO AÇO GALVANIZADO 2 1/2'',UN,1,74.44,74.44
24318,C1399,C1399,"FORMA PLANA CHAPA COMPENSADA PLASTIFICADA, ESP.= 12mm UTIL. 5X", M2,,,
24319,C1399,I0041,AJUDANTE DE CARPINTEIRO,H,1.35,18.63,25.1505
24320,C1399,I0498,CARPINTEIRO,H,1.35,23.17,31.279500000000002
24321,C1399,I0526,CHAPA COMPENSADO PLASTIFICADO 12MM (1.22 X 2.44M),M2,0.26,29.57,7.6882
24322,C1399,I1691,"PONTALETE / BARROTE DE 3""x3""",M,1.2,12.61,15.132
24323,C1399,I1728,"PREGO 18X27 (2.1/2"" X 10) (APROXIMADAMENTE 198UN/KG)",KG,0.25,13.8,3.45
24324,C1399,I1846,"SARRAFO DE 1""X4""",M,1.53,4.74,7.2522
24325,C1399,I1916,"TABUA DE 1"" DE 3A. - L = 30cm",M,1.17,10.01,11.711699999999999
24326,C2841,C2841,"IMPERMEABILIZAÇÃO C/ ARGAMASSA DE  CIMENTO E AREIA 1:3 ADITIVADA, ESP.= 2.50cm", M2,,,
24327,C2841,I2391,PEDREIRO,H,0.5,23.17,11.585
24328,C2841,I2543,SERVENTE,H,0.64,17.14,10.9696
24329,C2841,I2421,SIKA 1,KG,0.5,5.49,2.745
24330,C0170,C0170,-,-,0.025,525.64,13.141
24331,C2840,C2840,INDENIZAÇÃO DE JAZIDA, M3,,,
24332,C2840,I2354,INDENIZAÇÃO DE JAZIDA,M3,1,1.23,1.23
24333,C1394,C1394,"FLANGE SEXTAVADA EM AÇO GALV. D=15mm (1/2"")", UN,,,
24334,C1394,I0043,AJUDANTE DE ENCANADOR,H,0.2,18.63,3.7260000000000004
24335,C1394,I2320,ENCANADOR,H,0.2,22.72,4.5440000000000005
24336,C1394,I1189,FLANGE C/SEXTAVADO AÇO GALVANIZADO 1/2'',UN,1,13.87,13.87
24337,C1395,C1395,"FLANGE SEXTAVADA EM AÇO GALV. D=15mm (1/2"")  À  25mm (3/4"")", UN,,,
24338,C1395,I2320,ENCANADOR,H,0.2,22.72,4.5440000000000005
24339,C1395,I2543,SERVENTE,H,0.2,17.14,3.4280000000000004
24340,C1395,I1189,FLANGE C/SEXTAVADO AÇO GALVANIZADO 1/2'',UN,1,13.87,13.87
24341,C1396,C1396,"FLANGE SEXTAVADA EM AÇO GALV. D=32mm (1 1/4"")", UN,,,
24342,C1396,I0043,AJUDANTE DE ENCANADOR,H,0.35,18.63,6.520499999999999
24343,C1396,I2320,ENCANADOR,H,0.35,22.72,7.951999999999999
24344,C1396,I1188,FLANGE C/SEXTAVADO AÇO GALVANIZADO 1 1/4'',UN,1,31.7,31.7
24345,C1397,C1397,"FLANGE SEXTAVADA EM AÇO GALV. D=65mm (2 1/2"")", UN,,,
24346,C1397,I0043,AJUDANTE DE ENCANADOR,H,0.4,18.63,7.452000000000001
24347,C1397,I2320,ENCANADOR,H,0.4,22.72,9.088000000000001
24348,C1397,I1190,FLANGE C/SEXTAVADO AÇO GALVANIZADO 2 1/2'',UN,1,74.44,74.44
24349,C2876,C2876,LOCAÇÃO E NIVELAMENTO DE REDE DE ESGOTO/EMISSÁRIO/DRENAGEM, M,,,
24350,C2876,I0758,NÍVEL (CHP),H,0.015,0.6894874285714285,0.010342311428571428
24351,C2876,I0775,TEODOLITO (CHP),H,0.015,1.3612225371428572,0.020418338057142858
24352,C2876,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,0.015,78.8208345,1.1823125175
24353,C2876,I0037,AJUDANTE,H,0.03,18.63,0.5589
24354,C2876,I2445,TOPOGRAFO,H,0.015,34.31,0.5146499999999999
24355,C2871,C2871,"LIMPEZA DE PV PROF. 2,01 a 3,00m C/EQUIPAMENTO A VACUO", UN,,,
24356,C2871,I2380,MOTORISTA,H,0.8,20.31,16.248
24357,C2871,I2543,SERVENTE,H,1.6,17.14,27.424000000000003
24358,C2870,C2870,"LIMPEZA DE PV's PROF. MAIOR QUE 3.00m, MANUAL", UN,,,
24359,C2870,I2320,ENCANADOR,H,2.67,22.72,60.6624
24360,C2870,I2380,MOTORISTA,H,2.67,20.31,54.2277
24361,C2870,I2543,SERVENTE,H,5.33,17.14,91.3562
24362,C2873,C2873,LOCAÇÃO DA OBRA COM AUXÍLIO TOPOGRÁFICO (ÁREA ATÉ 5000 M2), M2,,,
24363,C2873,I0700,CAMINHONETE SAVEIRO (CHP),H,0.001,77.17543861666667,0.07717543861666668
24364,C2873,I0758,NÍVEL (CHP),H,0.002,0.6894874285714285,0.0013789748571428572
24365,C2873,I0775,TEODOLITO (CHP),H,0.002,1.3612225371428572,0.0027224450742857143
24366,C2873,I0037,AJUDANTE,H,0.004,18.63,0.07452
24367,C2873,I2382,NIVELADOR,H,0.002,27.97,0.055940000000000004
24368,C2873,I2445,TOPOGRAFO,H,0.002,34.31,0.06862
24369,C2872,C2872,LOCAÇÃO DA OBRA COM AUXÍLIO TOPOGRÁFICO (ÁREA >5000 M2), HA,,,
24370,C2872,I0700,CAMINHONETE SAVEIRO (CHP),H,2,77.17543861666667,154.35087723333334
24371,C2872,I0758,NÍVEL (CHP),H,4,0.6894874285714285,2.757949714285714
24372,C2872,I0775,TEODOLITO (CHP),H,4,1.3612225371428572,5.444890148571429
24373,C2872,I0037,AJUDANTE,H,4,18.63,74.52
24374,C2872,I2382,NIVELADOR,H,4,27.97,111.88
24375,C2872,I2445,TOPOGRAFO,H,5,34.31,171.55
24376,C2875,C2875,LOCAÇÃO E NIVELAMENTO DE ADUTORA, M,,,
24377,C2875,I0758,NÍVEL (CHP),H,0.011,0.6894874285714285,0.0075843617142857134
24378,C2875,I0775,TEODOLITO (CHP),H,0.011,1.3612225371428572,0.014973447908571429
24379,C2875,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,0.011,78.8208345,0.8670291794999999
24380,C2875,I0037,AJUDANTE,H,0.022,18.63,0.40986
24381,C2875,I2445,TOPOGRAFO,H,0.011,34.31,0.37740999999999997
24382,C2874,C2874,LOCAÇÃO DE REDE DE ÁGUA, M,,,
24383,C2874,I0037,AJUDANTE,H,0.005,18.63,0.09315
24384,C2874,I2445,TOPOGRAFO,H,0.005,34.31,0.17155
24385,C2868,C2868,"LIMPEZA DE PV's PROF. ATE 2,00m, MANUAL", UN,,,
24386,C2868,I2320,ENCANADOR,H,1.33,22.72,30.2176
24387,C2868,I2380,MOTORISTA,H,1.33,20.31,27.0123
24388,C2868,I2543,SERVENTE,H,2.67,17.14,45.763799999999996
24389,C2867,C2867,LIMPEZA DE PV PROF. MAIOR QUE 3.00m C/EQUIPAMENTO A VÁCUO, UN,,,
24390,C2867,I2380,MOTORISTA,H,1.33,20.31,27.0123
24391,C2867,I2543,SERVENTE,H,2.67,17.14,45.763799999999996
24392,C2866,C2866,LIMPEZA DE PV PROF. ATÉ 2.00m C/EQUIPAMENTO A VÁCUO, UN,,,
24393,C2866,I2380,MOTORISTA,H,0.62,20.31,12.5922
24394,C2866,I2543,SERVENTE,H,1.23,17.14,21.0822
24395,C2865,C2865,LIGAÇÃO PREDIAL D'ÁGUA PADRÃO CAGECE, UN,,,
24396,C2865,I0786,VEÍCULO UTILITÁRIO KOMBI (CHP),H,0.15,78.8208345,11.823125175
24397,C2865,I2320,ENCANADOR,H,0.9,22.72,20.448
24398,C2865,I2543,SERVENTE,H,0.6,17.14,10.283999999999999
24399,C2865,I2344,"FITA VEDA ROSCA 25M x 3/4""",UN,0.05,6.89,0.34450000000000003
24400,C0838,C0838,-,-,0.013,386.376572594304,5.022895443725952
24401,C1400,C1400,-,-,0.03,71.73,2.1519
24402,C2869,C2869,"LIMPEZA DE PV's PROF. ENTRE 2.00  A  3.00m, MANUAL", UN,,,
24403,C2869,I2320,ENCANADOR,H,2,22.72,45.44
24404,C2869,I2380,MOTORISTA,H,2,20.31,40.62
24405,C2869,I2543,SERVENTE,H,4,17.14,68.56
24406,C2860,C2860,LASTRO DE AREIA ADQUIRIDA, M3,,,
24407,C2860,I2543,SERVENTE,H,1.3,17.14,22.282
24408,C2860,I0108,AREIA GROSSA,M3,1.15,74.72,85.928
24409,C2864,C2864,LASTRO DE PÓ DE PEDRA, M3,,,
24410,C2864,I2543,SERVENTE,H,1.3,17.14,22.282
24411,C2864,I2403,PÓ DE PEDRA,M3,1.15,60.46,69.529
24412,C2863,C2863,LASTRO DE PEDRA DE MÃO, M3,,,
24413,C2863,I2543,SERVENTE,H,2.5,17.14,42.85
24414,C2863,I1600,PEDRA DE MÃO (RACHÃO),M3,1.3,66.06,85.878
24415,C2862,C2862,LASTRO DE BRITA, M3,,,
24416,C2862,I2543,SERVENTE,H,2,17.14,34.28
24417,C2862,I0280,BRITA,M3,1.15,76.19,87.6185
24418,C2861,C2861,LASTRO DE AREIA EXTRAIDA (S/ TRANSPORTE), M3,,,
24419,C2861,I2543,SERVENTE,H,1.3,17.14,22.282
24420,C3129,C3129,-,-,1.15,4.051247908469704,4.658935094740159
24421,C1368,C1368,FILTRO DE PAREDE INDUSTRIAL (INSTALADO), UN,,,
24422,C1368,I1530,MONTADOR,H,0.5,23.17,11.585
24423,C1368,I2543,SERVENTE,H,0.35,17.14,5.999
24424,C1368,I1166,FILTRO DE PAREDE INDUSTRIAL,UN,1,190.36,190.36
24425,C2894,C2894,PAVIMENTAÇÃO EM PARALELEPÍPEDO S/ REJUNTAMENTO (AGREGADO ADQUIRIDO), M2,,,
24426,C2894,I0726,COMPACTADOR LISO TANDEM AUTOPROPELIDO (CHP),H,0.01,87.06842644444444,0.8706842644444445
24427,C2894,I0445,CALCETEIRO,H,0.15,23.17,3.4755
24428,C2894,I2543,SERVENTE,H,0.4,17.14,6.856000000000001
24429,C2894,I0108,AREIA GROSSA,M3,0.15,74.72,11.208
24430,C2894,I2527,PARALELEPIPEDO (11 X 18 CM),UN,32,1.14,36.48
24431,C2895,C2895,PAVIMENTAÇÃO EM PEDRA TOSCA C/ REJUNTAMENTO (AGREGADO ADQUIRIDO), M2,,,
24432,C2895,I0724,COMPACTADOR DE PLACA VIBRATÓRIA HP 4 (CHP),H,0.05,26.193635219166666,1.3096817609583333
24433,C2895,I0726,COMPACTADOR LISO TANDEM AUTOPROPELIDO (CHP),H,0.01,87.06842644444444,0.8706842644444445
24434,C2895,I0445,CALCETEIRO,H,0.3,23.17,6.951
24435,C2895,I2543,SERVENTE,H,0.6,17.14,10.283999999999999
24436,C2895,I0111,AREIA VERMELHA,M3,0.15,60.88,9.132
24437,C2895,I1600,PEDRA DE MÃO (RACHÃO),M3,0.15,66.06,9.908999999999999
24438,C0171,C0171,-,-,0.043,457.88,19.68884
24439,C1367,C1367,FILETE DE GRANITO LARG.= 4cm, M,,,
24440,C1367,I2391,PEDREIRO,H,0.5,23.17,11.585
24441,C1367,I2543,SERVENTE,H,0.2,17.14,3.4280000000000004
24442,C1367,I0107,AREIA FINA,M3,0.0015,60.88,0.09132
24443,C1367,I0805,CIMENTO PORTLAND,KG,0.46,0.56,0.2576
24444,C1367,I1165,FILETE DE GRANITO  L = 4CM,M,1,10.58,10.58
24445,C1366,C1366,FERROLHO DE SOBREPOR OU EMBUTIR PEQUENO, UN,,,
24446,C1366,I0041,AJUDANTE DE CARPINTEIRO,H,0.35,18.63,6.520499999999999
24447,C1366,I1164,FERROLHO DE SOBREPOR OU EMBUTIR PEQUENO,UN,1,4.24,4.24
24448,C1366,I1587,PARAFUSO PARA MADEIRA 1 3/4''X10MM,UN,4,0.15,0.6
24449,C2896,C2896,PAVIMENTAÇÃO EM PEDRA TOSCA S/ REJUNTAMENTO (AGREGADO ADQUIRIDO), M2,,,
24450,C2896,I0724,COMPACTADOR DE PLACA VIBRATÓRIA HP 4 (CHP),H,0.05,26.193635219166666,1.3096817609583333
24451,C2896,I0726,COMPACTADOR LISO TANDEM AUTOPROPELIDO (CHP),H,0.01,87.06842644444444,0.8706842644444445
24452,C2896,I0445,CALCETEIRO,H,0.3,23.17,6.951
24453,C2896,I2543,SERVENTE,H,0.6,17.14,10.283999999999999
24454,C2896,I0111,AREIA VERMELHA,M3,0.15,60.88,9.132
24455,C2896,I1600,PEDRA DE MÃO (RACHÃO),M3,0.15,66.06,9.908999999999999
24456,C2897,C2897,PINTURA COM SELADOR EM MADEIRA, M2,,,
24457,C2897,I2395,PINTOR,H,0.25,23.17,5.7925
24458,C2897,I1199,FUNDO BRANCO FOSCO NIVELADOR P/ MADEIRAS,L,0.13,12.68,1.6484
24459,C1365,C1365,FERROLHO DE SOBREPOR OU EMBUTIR MÉDIO, UN,,,
24460,C1365,I0041,AJUDANTE DE CARPINTEIRO,H,0.35,18.63,6.520499999999999
24461,C1365,I1163,FERROLHO DE SOBREPOR OU EMBUTIR MEDIO,UN,1,12.56,12.56
24462,C1365,I1587,PARAFUSO PARA MADEIRA 1 3/4''X10MM,UN,4,0.15,0.6
24463,C2890,C2890,RETIRADA DE VAZAMENTO NO CAVALETE, UN,,,
24464,C2890,I0700,CAMINHONETE SAVEIRO (CHP),H,0.125,77.17543861666667,9.646929827083333
24465,C2890,I2320,ENCANADOR,H,0.125,22.72,2.84
24466,C2890,I2543,SERVENTE,H,0.125,17.14,2.1425
24467,C1364,C1364,FERROLHO DE SOBREPOR OU EMBUTIR GRANDE, UN,,,
24468,C1364,I0041,AJUDANTE DE CARPINTEIRO,H,0.35,18.63,6.520499999999999
24469,C1364,I1162,FERROLHO DE SOBREPOR OU EMBUTIR GRANDE,UN,1,15.01,15.01
24470,C1364,I1587,PARAFUSO PARA MADEIRA 1 3/4''X10MM,UN,6,0.15,0.9
24471,C1363,C1363,FECHAMENTO LATERAL C/TELHA DE FIBROCIMENTO ONDULADA E=6mm, M2,,,
24472,C1363,I0047,AJUDANTE DE TELHADISTA,H,0.28,18.63,5.2164
24473,C1363,I2070,TELHADISTA,H,0.28,23.17,6.4876000000000005
24474,C1363,I0853,CONJUNTO VEDAÇÃO ELASTICA,UN,0.7,0.55,0.38499999999999995
24475,C1363,I1214,GANCHO CHATO DE 110MM,UN,0.7,1.79,1.253
24476,C1363,I1571,PARAFUSO COM ROSCA SOBERBA 8X110MM,UN,0.7,1.1,0.7699999999999999
24477,C1363,I2059,TELHA FIBROCIMENTO ONDULADA - 6MM,M2,1.09,27.77,30.2693
24478,C2891,C2891,PASSADIÇOS COM CHAPAS DE AÇO, M2,,,
24479,C2891,I0704,CAMINHÃO C/CARROCERIA DE MADEIRA HP  92 (CHP),H,0.088,95.77451333333333,8.428157173333332
24480,C2891,I2543,SERVENTE,H,0.0833,17.14,1.427762
24481,C2891,I0531,"CHAPA DE AÇO GROSSA, ASTM A36, 7/8"" (22,00MM - 172,48 KG/M2)",KG,0.3333,6.66,2.219778
24482,C1362,C1362,FECHADURA DE TARJETA (LIVRE-OCUPADA),OCUPADA) ,,,
24483,C1362,I0041,AJUDANTE DE CARPINTEIRO,H,1.5,18.63,27.945
24484,C1362,I0498,CARPINTEIRO,H,1.5,23.17,34.755
24485,C1362,I1942,TARGETA LIVRE-OCUPADO 60X65MM-FAMA 1260/L.F.719-AE,UN,1,34.34,34.34
24486,C2892,C2892,PASSADIÇOS COM PRANCHAS DE MADEIRA, M2,,,
24487,C2892,I0498,CARPINTEIRO,H,1,23.17,23.17
24488,C2892,I2543,SERVENTE,H,1,17.14,17.14
24489,C2892,I0198,"PONTALETE / BARROTE DE 3""x3"" - APARELHADO",M,0.0802,17.33,1.3898659999999998
24490,C2892,I0405,"CAIBRO DE 2""x1""",M,0.037,5.73,0.21200999999999998
24491,C2892,I2430,TABUA EM MADEIRA TAIPA,M2,0.2222,25.54,5.674988
24492,C2893,C2893,PAVIMENTAÇÃO EM PARALELEPÍPEDO C/ REJUNTAMENTO (AGREGADO ADQUIRIDO), M2,,,
24493,C2893,I0726,COMPACTADOR LISO TANDEM AUTOPROPELIDO (CHP),H,0.01,87.06842644444444,0.8706842644444445
24494,C2893,I0445,CALCETEIRO,H,0.15,23.17,3.4755
24495,C2893,I2543,SERVENTE,H,0.4,17.14,6.856000000000001
24496,C2893,I0111,AREIA VERMELHA,M3,0.15,60.88,9.132
24497,C2893,I2527,PARALELEPIPEDO (11 X 18 CM),UN,32,1.14,36.48
24498,C0171,C0171,-,-,0.02,457.88,9.1576
24499,C1361,C1361,FECHADURA COMPLETA PARA PORTA INTERNA, UN,,,
24500,C1361,I0041,AJUDANTE DE CARPINTEIRO,H,2,18.63,37.26
24501,C1361,I0498,CARPINTEIRO,H,2,23.17,46.34
24502,C1361,I1155,FECHADURA COMPLETA PARA PORTA INTERNA,UN,1,46,46
24503,C2898,C2898,PINTURA HIDRACOR, M2,,,
24504,C2898,I2395,PINTOR,H,0.33,23.17,7.646100000000001
24505,C2898,I2543,SERVENTE,H,0.15,17.14,2.5709999999999997
24506,C2898,I1347,LIXA PARA MADEIRA/MASSA,UN,0.2,0.55,0.11
24507,C2898,I2353,HIDRACOR,KG,0.35,1.15,0.40249999999999997
24508,C2899,C2899,PINTURA LOGOTIPO CAGECE, PROJETO PADRÃO ,,,
24509,C2899,I0037,AJUDANTE,H,5,18.63,93.15
24510,C2899,I2395,PINTOR,H,5,23.17,115.85
24511,C2899,I1347,LIXA PARA MADEIRA/MASSA,UN,1.67,0.55,0.9185
24512,C2899,I2100,TINTA ÓLEO,L,3.42,19.77,67.6134
24513,C2899,I2425,SOLVENTE,L,0.5,13.49,6.745
24514,C1369,C1369,FIO ISOLADO PVC P/750V 0.5MM2, M,,,
24515,C1369,I0042,AJUDANTE DE ELETRICISTA,H,0.07,18.63,1.3041
24516,C1369,I2312,ELETRICISTA,H,0.07,23.17,1.6219000000000001
24517,C1369,I1167,FIO ISOLADO EM PVC 0.50MM2 - 750V,M,1.02,0.5,0.51
24518,C1370,C1370,FIO ISOLADO PVC P/750V 0.75MM2, M,,,
24519,C1370,I0042,AJUDANTE DE ELETRICISTA,H,0.08,18.63,1.4904
24520,C1370,I2312,ELETRICISTA,H,0.08,23.17,1.8536000000000001
24521,C1370,I1168,FIO ISOLADO EM PVC 0.75MM2 - 750V,M,1.02,0.67,0.6834
24522,C1371,C1371,FIO ISOLADO PVC P/750V 1.5 MM2, M,,,
24523,C1371,I0042,AJUDANTE DE ELETRICISTA,H,0.1,18.63,1.8630000000000002
24524,C1371,I2312,ELETRICISTA,H,0.1,23.17,2.317
24525,C1371,I1170,FIO ISOLADO EM PVC 1.50MM2 - 750V,M,1.02,0.85,0.867
24526,C2885,C2885,MONTAGEM DE TAMPA DE FECHAMENTO/LAJE DE FUNDO P/ANEL D=600MM, UN,,,
24527,C2885,I2391,PEDREIRO,H,0.15,23.17,3.4755
24528,C2885,I2543,SERVENTE,H,0.12,17.14,2.0568
24529,C1355,C1355,EXECUÇÃO DE BASE DA CAÇAMBA E INSTALAÇÃO DO GUINCHO, UN,,,
24530,C1355,I0682,BETONEIRA ELÉTRICA 580L (CHP),H,0.446,24.420759936,10.891658931456
24531,C1355,I0498,CARPINTEIRO,H,60,23.17,1390.2
24532,C1355,I2543,SERVENTE,H,36.25,17.14,621.325
24533,C1355,I0109,AREIA MEDIA,M3,0.3899,67.5,26.318250000000003
24534,C1355,I0280,BRITA,M3,0.548,76.19,41.752120000000005
24535,C1355,I0805,CIMENTO PORTLAND,KG,212.63,0.56,119.0728
24536,C1355,I1349,PRANCHA 6 X 16 CM,M,44.73,27.31,1221.5763
24537,C1355,I1580,PARAFUSO FRANCES 1/2''X8'' COM 2 PORCAS,UN,8.4,5.87,49.308
24538,C1355,I1581,PARAFUSO FRANCES 1/2''X9'' COM 2 PORCAS,UN,8.4,5.87,49.308
24539,C1355,I1691,"PONTALETE / BARROTE DE 3""x3""",M,16.8,12.61,211.848
