Código,Descrição,Unidade,Preço unitário
C5153,"CRAVAÇÃO DE CAMISA METÁLICA, E =  6.3MM; D =  700MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,340.09
C5154,"CRAVAÇÃO DE CAMISA METÁLICA, E =  6.3MM; D =  800MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,356.14
C5155,"CRAVAÇÃO DE CAMISA METÁLICA, E =  6.3MM; D =  900MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,356.71
C5156,"CRAVAÇÃO DE CAMISA METÁLICA, E =  6.3MM; D = 1000MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,377.33
C5157,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D =  700MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,340.32
C5158,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D =  800MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,356.38
C5159,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D =  900MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,357.02
C5160,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D = 1000MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,377.67
C5161,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D = 1100MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,378.35
C5162,"CRAVAÇÃO DE CAMISA METÁLICA, E =  8.0MM; D = 1200MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,399.05
C5163,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D =  900MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,357.55
C5164,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1000MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,378.29
C5165,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1100MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,378.97
C5166,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1200MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,399.77
C5167,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1300MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,400.59
C5168,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1400MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,421.41
C5169,"CRAVAÇÃO DE CAMISA METÁLICA, E =  9.5MM; D = 1500MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,442.28
C5170,"CRAVAÇÃO DE CAMISA METÁLICA, E = 12.5MM; D = 1400MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,423.48
C5171,"CRAVAÇÃO DE CAMISA METÁLICA, E = 12.5MM; D = 1500MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,444.52
C5172,"CRAVAÇÃO DE CAMISA METÁLICA, E = 12.5MM; D = 1600MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,461.01
C5173,"CRAVAÇÃO DE CAMISA METÁLICA, E = 12.5MM; D = 1700MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,482.13
C5174,"CRAVAÇÃO DE CAMISA METÁLICA, E = 12.5MM; D = 1800MM, C/ UTILIZAÇÃO DE MARTELO VIBRATÓRIO E  PLATAFORMA FLUTUANTE",M,503.36
C4319,CRAVAÇÃO DE ESTACA PRÉ-MOLDADA C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE,M,967.55
C4144,"ESCAVAÇÃO EM ROCHA ALTERADA D= 0,93m",M3,1010.36
C4145,"ESCAVAÇÃO EM ROCHA SÃ D= 0,93m",M3,4095.86
C4143,"ESCAVAÇÃO EM SOLO D= 0,93m",M3,631.57
C4298,"ESCAVAÇÃO EM ROCHA ALTERADA DIÂMETRO 0,93m C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE",M3,2829.44
C4299,"ESCAVAÇÃO EM ROCHA SÃ DIÂMETRO 0,93m C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE",M3,8220.13
C4300,"ESCAVAÇÃO EM SOLO DIÂMETRO 0,93m C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE",M3,1414.36
C3983,FABRICAÇÃO E FORNECIMENTO DE ACESSÓRIOS METÁLICOS PARA ESTACA DE CONCRETO (PONTEIRA E ANEL),T,15031.93
C4310,"POSICIONAMENTO, OPERAÇÃO E REMOÇÃO DE CAMISA METÁLICA C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE",UN,1959.74
C4146,"CARGA E TRANSP. DE ESTACA PRÉ-MOLDADA DO ESTOQUE AO LOCAL DE APLICAÇÃO, INCLUSIVE ASSENTAMENTO",M,160.56
C4318,"CARGA E TRANSPORTE DE ESTACA PRÉ-MOLDADA DO ESTOQUE AO LOCAL DE APLICAÇÃO C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE, INCLUSIVE ASSENTAMENTO",M,417.38
C4153,"CARGA E TRANSP. DE PEÇAS PRÉ-MOLDADAS DO ESTOQUE AO LOCAL DE APLICAÇÃO, INCLUSIVE ASSENTAMENTO",M3,115.06
C4290,"CARGA E TRANSPORTE DE PEÇAS PRÉ-MOLDADAS, INCLUSIVE ASSENTAMENTO C/ UTILIZAÇÃO DE PLATAFORMA FLUTUANTE",M3,327.07
C4311,"POSICIONAMENTO, OPERAÇÃO E REMOÇÃO DE CONTRAVENTAMENTO METÁLICO DE ESTACAS C/ PLATAFORMA FLUTUANTE",T,932.51
C4288,"CARGA E ARRUMAÇÃO DE PEDRAS (0,001 T ATÉ 1,00 T), INCLUSIVE LANÇAMENTO",M3,10.58
C4287,"CARGA E ARRUMAÇÃO DE PEDRAS (1,00 T ATÉ 6,00 T), INCLUSIVE LANÇAMENTO",M3,13.41
C1097,CARGA E ARRUMAÇÃO DE PEDRAS COM GUINDASTE MUNIDO DE CAÇAMBA METÁLICA,M3,20.7
C4289,"CARGA E LANÇAMENTO DE BRITA P/ REVESTIMENTO, INCLUSIVE ESPALHAMENTO",M3,17.92
C4306,"LAVRA, SELEÇÃO E ESTOQUE DE PEDRAS (1,00 T ATÉ 4,00 T)",M3,28.72
C4307,"LAVRA, SELEÇÃO E ESTOQUE DE PEDRAS (4,00 T ATÉ 6,00 T)",M3,30.4
C4308,"LAVRA, SELEÇÃO E ESTOQUE DE PEDRAS (0,0001 T ATÉ 1,00 T)",M3,28.18
C4332,"TRANSPORTE DE PEDRAS ATÉ 1,0 T EM RODOVIA PAVIMENTADA (Y = 1,55X + 2,91)",M3,0
C4413,"TRANSPORTE DE PEDRA ATÉ 1,0 T EM TRECHO NÃO PAVIMENTADO (Y = 2,59X + 2,91)",M3,0
C4313,"TRANSPORTE DE PEDRAS DE 1,0 T ATÉ 6,0 T EM RODOVIA PAVIMENTADA (Y = 1,89X + 4,71)",M3,0
C4414,"TRANSPORTE DE PEDRA DE 1,00 T ATÉ 6,00 T EM TRECHO NÃO PAVIMENTADO (Y = 3,14X + 4,71)",M3,0
C4315,"ATERRO HIDRÁULICO, INCLUINDO DRAGAGEM, ESPALHAMENTO NIVELADO E MOBILIZAÇÃO/DESMOBILIZAÇÃO DA DRAGA",M3,26.7
C4283,DRAGAGEM INCLUINDO MOBILIZAÇÃO/DESMOBILIZAÇÃO DA DRAGA,M3,23.42
C3143,"TRANSPORTE LOCAL C/ DMT ATÉ 4,00 KM (Y = 0,95X + 0,99)",T,0
C3144,"TRANSPORTE LOCAL COM DMT ENTRE 4,01 Km E 30,00 Km (Y = 0,68X + 0,99)",T,0
C4161,"TRANSPORTE LOCAL C/ DMT SUPERIOR A 30,00 Km (Y = 0,53X + 0,99)",T,0
C3157,"TRANSPORTE  LOCAL D'ÁGUA P/SERVIÇOS DE PAVIMENTAÇÃO C/ DMT SUPERIOR A 7,00 Km (Y = 1,08X)",T,0
C3312,"TRANSPORTE  LOCAL  DE BRITA P/ TRATAMENTOS SUPERFICIAIS (Y = 0,79X + 3,96)",T,0
C3224,"TRANSPORTE LOCAL DE LIGANTES BETUMINOSOS C/DMT SUPERIOR A 15,00 Km (Y = 1,63X)",T,0
C3225,"TRANSPORTE LOCAL DE MISTURA BETUMINOSA À FRIO (Y = 0,79X + 2,37)",T,0
C3226,"TRANSPORTE LOCAL DE MISTURA BETUMINOSA À QUENTE (Y = 0,79X + 2,97)",T,0
C3311,"TRANSPORTE COMERCIAL EM RODOVIA PAVIMENTADA (Y = 0,37X)",T,0
C3310,"TRANSPORTE COMERCIAL EM RODOVIA NÃO PAVIMENTADA (Y = 0,46X)",T,0
I0001,"TRANSPORTE COMERCIAL DE MATERIAL BETUMINOSO À FRIO (Y = 0,43X + 41,66)",T,0
I0002,"TRANSPORTE COMERCIAL DE MATERIAL BETUMINOSO À QUENTE (Y = 0,45X + 46,33)",T,0
C0354,"BALIZADOR EM PVC RÍGIDO D=3"" C/ENCHIMENTO DE CONCRETO",UN,173.07
C3219,FAIXA.HORIZONTAL/TINTA REFLETIVA/RESINA ACRÍLICA À BASE D'ÁGUA,M2,14.49
C3220,FAIXA.HORIZONTAL/TINTA REFLETIVA/RESINA ACRÍLICA,M2,21.21
C3616,SEGREGADOR DE TRÁFEGO TIPO JABOTI: FORNECIMENTO E APLICAÇÃO,UN,111.23
C3236,SÍMBOLOS NO PAVIMENTO/RESINA ACRÍLICA,M2,26.34
C3237,SÍMBOLOS NO PAVIMENTO/RESINA ACRÍLICA À BASE D'ÁGUA,M2,18.99
C3116,"SONORIZADOR PRÉ-MOLDADO DE CONCRETO (30MPA) L=9,00M",UN,3452.88
C3117,TACHA REFLETIVA MONODIRECIONAL : FORNECIMENTO/APLICAÇÃO,UN,19.98
C4527,TACHA REFLETIVA BIDIRECIONAL: FORNECIMENTO/APLICAÇÃO,UN,21.39
C3118,TACHÃO REFLETIVO MONODIRECIONAL: FORNECIMENTO/APLICAÇÃO,UN,45.91
C4528,TACHÃO REFLETIVO BIDIRECIONAL: FORNECIMENTO/APLICAÇÃO,UN,48.86
C3119,TARTARUGAS: FORNECIMENTO/APLICAÇÃO,UN,39.3
C3158,DEFENSAS METÁLICAS SEMI-MALEÁVEIS SIMPLES,M,422.08
C3321,MARCO DE REFERÊNCIA DO SISTEMA RODOVIÁRIO ESTADUAL (S.R.E) EM CONCRETO,UN,84.66
C3370,MARCO QUILOMÉTRICO REFLETIVO EM AÇO GALVANIZADO,M2,673.35
C3286,MARCO QUILOMÉTRICO REFLETIVO EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,716.41
C3371,MARCO QUILOMÉTRICO REFLETIVO EM ALUMÍNIO,M2,757.98
C3285,MARCO QUILOMÉTRICO REFLETIVO EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,857.48
C3372,MARCO QUILOMÉTRICO REFLETIVO EM POLIÉSTER C/ FIBRA DE VIDRO,M2,1121.68
C3287,MARCO QUILOMÉTRICO REFLETIVO EM POLIÉSTER C/FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1161.68
C3362,PAINEL REFLETIVO EM AÇO GALVANIZADO,M2,611.55
C3291,PAINEL REFLETIVO EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,654.61
C3363,PAINEL REFLETIVO EM ALUMÍNIO,M2,696.18
C3290,PAINEL REFLETIVO EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,795.68
C3374,PAINEL REFLETIVO EM POLIÉSTER COM FIBRA DE VIDRO,M2,1061.43
C3292,PAINEL REFLETIVO EM POLIÉSTER COM FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1099.88
C3364,PAINEL SEMI-REFLETIVO EM AÇO GALVANIZADO,M2,443.77
C3294,PAINEL SEMI-REFLETIVO EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,483.88
C3365,PAINEL SEMI-REFLETIVO EM ALUMÍNIO,M2,655.22
C3293,PAINEL SEMI-REFLETIVO EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,699.14
C3366,PAINEL SEMI-REFLETIVO EM POLIÉSTER COM FIBRA DE VIDRO,M2,933.06
C3295,PAINEL SEMI-REFLETIVO EM POLIÉSTER COM FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,973.1
C3353,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM ACO GALVANIZADO,M2,673.22
C3297,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,716.28
C3354,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM ALUMÍNIO,M2,757.85
C3296,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,857.35
C3355,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM POLIÉSTER COM FIBRA DE VIDRO,M2,1121.55
C3298,PLACA DE REGULAMENTAÇÃO/ADVERTÊNCIA REFLETIVA EM POLIÉSTER COM FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1161.55
C3367,PLACA DE SINALIZAÇÃO DE OBRA EM AÇO GALVANIZADO,M2,671.99
C3299,PLACA DE SINALIZAÇÃO DE OBRA EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,715.05
C3368,PLACA DE SINALIZAÇÃO DE OBRA REFLETIVA EM ALUMÍNIO,M2,756.62
C3300,PLACA DE SINALIZAÇÃO DE OBRA REFLETIVA EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,856.12
C3369,PLACA DE SINALIZAÇÃO DE OBRA REFLETIVA EM POLIÉSTER C/ FIBRA DE VIDRO,M2,1120.32
C3301,PLACA DE SINALIZAÇÃO DE OBRA REFLETIVA EM POLIÉSTER C/FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1160.32
C4550,PLACA DE SINALIZAÇÃO REFLETIVA COM REAPROVEITAMENTO DE CHAPA DE AÇO,M2,315.74
C4551,PLACA DE SINALIZAÇÃO SEMI-REFLETIVA COM REAPROVEITAMENTO DE CHAPA DE AÇO,M2,275.37
C3629,"PLACA EM CHAPA GALVANIZADA C/ESTRUTURA INTERNA EM METALON PINTADA, IMPRESSÃO EM VINIL 02 FACES, ABRAÇADEIRAS",M2,676.59
C3356,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM AÇO GALVANIZADO,M2,757.98
C3303,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,801.04
C3357,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM ALUMÍNIO,M2,842.61
C3302,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,942.11
C3358,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM POLIÉSTER COM FIBRA DE VIDRO,M2,1206.31
C3304,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS REFLETIVA EM POLIÉSTER COM FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1246.31
C3359,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM AÇO GALVANIZADO,M2,590.2
C3307,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM AÇO GALVANIZADO C/PELÍCULA ANTI-PICHANTE,M2,630.31
C3360,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM ALUMÍNIO,M2,801.65
C3306,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM ALUMÍNIO C/PELÍCULA ANTI-PICHANTE,M2,845.57
C3361,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM POLIÉSTER C/ FIBRA DE VIDRO,M2,1079.49
C3305,PLACA INDICATIVA/EDUCATIVA/SERVIÇOS SEMI-REFLETIVA EM POLIÉSTER C/FIBRA DE VIDRO C/PELÍCULA ANTI-PICHANTE,M2,1119.53
C5002,"PÓRTICO METÁLICO C/ VÃO DE 12,50M, VENTO 35M/S ÁREA DE EXPOSIÇÃO ATÉ 18,75M2 (SEM PLACA/PAINEL) - FORNECIMENTO E MONTAGEM",UN,44156
C5003,"PÓRTICO METÁLICO C/ VÃO DE 24,80M, VENTO 35M/S ÁREA DE EXPOSIÇÃO ATÉ 37,20M2 (SEM PLACA/PAINEL) - FORNECIMENTO E MONTAGEM",UN,61937
C5004,"SEMI-PÓRTICO METÁLICO SIMPLES C/ VÃO DE 2,70M, VENTO 35M/S ÁREA DE EXPOSIÇÃO ATÉ 4,05M2 (SEM PLACA/PAINEL) - FORNECIMENTO E MONTAGEM",UN,19192
C5005,"SEMI-PÓRTICO METÁLICO SIMPLES C/ VÃO DE 7,20M, VENTO 35M/S ÁREA DE EXPOSIÇÃO ATÉ 10,65M2 (SEM PLACA/PAINEL) - FORNECIMENTO E MONTAGEM",UN,25630
C5006,"SEMI-PÓRTICO METÁLICO DUPLO C/ VÃO DE 2 X 7,20M, VENTO 35M/S ÁREA DE EXPOSIÇÃO ATÉ 2 X 10,80M2 (SEM PLACA/PAINEL) - FORNECIMENTO E MONTAGEM",UN,43286
C0004,ABRIGO PRÉ-MOLDADO EM CONCRETO (PARADA DE ÔNIBUS),UN,5165.21
C4715,"ABRIGO PRÉ-MOLDADO P/ PARADA DE ÔNIBUS, C=4,00M, L=1,50M (5,7 T) S/ TRANSPORTE",UN,10193.67
C3641,"BALANÇO ANDORINHA C/02 CADEIRAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,556.12
C0352,"BALANÇO ANDORINHA C/03 CADEIRAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,718.82
C3611,"BANCO DE MADEIRA C/ASSENTO FIXADO EM CONCRETO E ENCOSTO FIXADO EM TUBO DE AÇO GALVANIZADO 3"" (MÓDULO DE 2,60m)",UN,1058.33
C0360,BANCO DE MADEIRA C/ESTRUTURA DE FERRO - L= 3.00m,UN,926.1
C0361,"BANCO EM ALVENARIA, TAMPO EM CONCRETO, C/ENCOSTO H=80cm (PINTADO)",M,183.63
C3439,"BANCO EM ""U"" S/ ENCOSTO E C/ TIJOLO APARENTE",M,316.5
C3440,"BANCO EM ""U"" S/ ENCOSTO PADRÃO",M,295.02
C0462,BORBOLETA C/ CONTADOR DE ACESSO,UN,2300.8
C4712,"CARGA/DESCARGA DE ABRIGO PREMOLDADO (PARADA DE ÔNIBUS), INCLUSIVE ASSENTAMENTO",UN,500.75
C0926,CARROSSEL DE RODA,UN,905.15
C3642,"CARROSSEL ESPECIAL C/ 04 CADEIRAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,772.3
C3643,"CARROSSEL TIPO OLA, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,974.87
C0864,CONJUNTO DE MASTRO P/ TRÊS BANDEIRAS E PEDESTAL,UN,3797.59
C0865,"CONJUNTO DE TABELAS P/ BASQUETE EM COMPENSADO NAVAL, MODELO OFICIAL, 1,05X1,80M, ESP. 18MM",CJ,1263.72
C1349,"CONJUNTO PARA FUTSAL COM TRAVES OFICIAIS DE 3,00 X 2,00 M EM TUBO DE ACO GALVANIZADO 3"" COM REQUADRO EM TUBO DE 1"", PINTURA EM PRIMER COM TINTA ESMALTE SINTETICO E REDES",CJ,3506.46
C0925,"CORRIMÃO EM TUBO GALVANIZADO DE 2"" (FORNECIMENTO E MONTAGEM)",M,112.67
C2995,"ESCADA HORIZONTAL E VERTICAL, CONFECÇÃO  EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,556.12
C2997,"ESCORREGADOR GRANDE, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,770.08
C3645,"ESCORREGADOR PEQUENO, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,642.74
C1347,"CONJUNTO PARA BASQUETE COM TABELAS EM COMPENSADO NAVAL, MODELO OFICIAL, 1,05X1,80M, ESP. 18MM, COMPLETO, INCLUSIVE ESTRUTURA EM TUBOS DE AÇO GALVANIZADO DE 4"" E DE 1"", ACABAMENTO EM MASSA PLÁSTICA, PRIMER E TINTA ESMALTE SINTÉTICO, COM REFORÇO TIPO MÃO FRANCESA, AVANÇO LIVRE DE 2,30M
",CJ,3182.77
C1348,"ESTRUTURA METÁLICA DE TRAVES DE FUTEBOL DE CAMPO OFICIAL, EM TUBOS DE AÇO GALVANIZADO, DIMENSÕES 7,32 X 2,44 X 1,50, COM ACABAMENTO E PINTURA, INCLUSIVE REDE EM FIO 100% NYLON COM PROTEÇÃO UV",CJ,3223.52
C1350,"ESTRUTURA METÁLICA EM RODÍZIOS, COM TABELAS DE BASQUETE EM COMPENSADO NAVAL, MODELO OFICIAL, 1,05X1,80M, ESP. 18MM",CJ,8736.37
C1351,"CONJUNTO PARA QUADRA DE VOLEI OFICIAL COM POSTES EM TUBO DE ACO GALVANIZADO 3"", H = *255* CM, PINTURA EM TINTA ESMALTE SINTETICO, REDE DE NYLON COM 2 MM, MALHA 10 X 10 CM E ANTENAS OFICIAIS",CJ,2128.73
C3646,"GAIOLA LABIRINTO, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,787.96
C3647,"GANGORRA C/ 02 PRANCHAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,874.55
C3000,"GANGORRA C/ 03 PRANCHAS, CONFECÇÃO EM TUBO VAPOR E PINTURA ESMALTE SINTÉTICO",UN,961.09
C3526,LIMPEZA MANUAL DE AGUAPÉS EM LAGOAS,M2,3.43
C3527,LIMPEZA MECANIZADA DE AGUAPÉS EM LAGOAS,M2,2.76
C3451,LIXEIRA EM FIBRA DE VIDRO CAP.=40L e DIAM.=35cm,UN,297.96
C4570,TOTEM RODOVIÁRIO - PADRÃO DER,UN,58424.4
C3060,TRAVE DE MADEIRA (3X2)m  P/FUTEBOL DE CAMPO,UN,182.85
C0112,ARBUSTOS ORNAMENTAIS EM GERAL. C/ ALTURA MÍNIMA DE 50CM,UN,38.86
C0113,ARBUSTOS ORNAMENTAIS EM GERAL INCLUSIVE CONSERVAÇÃO P/ 60 DIAS,M2,63.29
C3061,ÁRVORE C/ TUTOR E ADUBO,UN,81.18
C3062,"ÁRVORE C/ TUTOR, GRADE, ADUBO E CAVA",UN,118.58
C0229,ÁRVORES ORNAMENTAIS EM GERAL. C/ ALTURA  MÉDIA DE 2.50M.EXCETO PALMÁCEAS,UN,51.18
C0230,ÁRVORES ORNAMENTAIS EM GERAL.INCLUSIVE CONSERVAÇÃO,M2,152.6
C1080,DESPRAGUEJAMENTO DE ÁREAS GRAMADAS,M2,0.09
C1253,"ESCAVAÇÃO, CARGA E TRANSPORTE DE TERRA RETIRADA DE CAVA ABERTA P/ PLANTIO .ATÉ 5KM",M3,121
C3443,GRAMA CAPIM DE BURRO / PAPUAN,M2,11.9
C1429,"GRAMA EM ÁREAS EXTERNAS, INCLUSIVE MATERIAL",M2,13.28
C1430,GRAMA EM PLACAS E=6 CM FORNECIMENTO E PLANTIO,M2,17.68
C1431,GRAMA EM PLACAS.INCLUSIVE CONSERVAÇÃO,M2,19.85
C3426,"GRAMA PARA TALUDE DE LAGOA, CONSERVAÇÃO ATÉ 45 DIAS",M2,5.84
C4849,"GRAMA SINTÉTICA ESPORTIVA PARA FUTEBOL EM POLIETILENO, COM ALTURA MINIMA DE 50MM (FORNECIMENTO E COLOCAÇÃO)",M2,133.04
C1452,HERBÁCEAS ORNAMENTAIS EM GERAL,M2,189.17
C1453,HERBÁCEAS ORNAMENTAIS EM GERAL.INCLUSIVE CONSERVAÇÃO P/ 60 DIAS,M2,249.26
C1454,HERBICIDA ESTERILIZANTE DE SOLO,M2,2.99
C1455,HERBICIDA ESTERILIZANTE DE SOLO,HA,1525.17
C1457,HIDROSSEMEADURA DE TERRENOS,HA,21405.91
C1499,IRRIGAÇÃO DIÁRIA DE ÁREA PLANTADA,M2,0.26
C1612,LASTRO URBANIZADO C/ SEIXO ROLADO,M2,65.7
C1788,MANUTENÇÃO C/ COBERTURA DE TERRA VEGETAL P/ ÁREAS GRAMADAS,HA,23953.41
C1789,MANUTENÇÃO C/ CORTE E REFILAMENTO DE ÁREAS GRAMADAS C/MICROTRATOR,HA,2397.65
C1781,"MANUTENÇÃO, CORTE E REFILAMENTO DE ÁREAS GRAMADAS C/ 25% DE OBSTÁCULOS",HA,2069.15
C1782,"MANUTENÇÃO, CORTE E REFILAMENTO DE ÁREAS GRAMADAS C/ROÇADEIRA TRACIONADA",HA,2068.12
C1783,MANUTENÇÃO MENSAL DE ÁREA PLANTADA C/ LIMPEZA DIÁRIA,M2,0.16
C1787,MANUTENÇÃO MENSAL DE ÁREAS VERDES - IRRIGAÇÃO,HA,9640.2
C1786,MANUTENÇÃO MENSAL DE ÁREAS VERDES - LIMPEZA GERAL E DIÁRIA,HA,1625.08
C1784,MANUTENÇÃO MENSAL DE CANTEIROS C/ ATÉ 7.000 M2,M2,1.78
C1785,MANUTENÇÃO MENSAL P/PODA E LIMPEZA DE ARBUSTOS,M2,0.09
C2035,PREPARO E SUBSTITUIÇÃO DE TERRA P/PLANTAÇÃO,M3,145.31
C2235,REVOLVIMENTO MECÂNICO DE TERRA PROFUNDIDADE 20-30cm,M2,0.48
C2238,ROÇADO MANUAL INCLUSIVE RASTELAMENTO P/ HERBÁCEAS,M2,1.41
C2534,TRANSPORTE DE TERRA FÉRTIL.P/PLANTIO DE HERBÁCEAS/ÁRVORES ORNAMENTAIS,M3,4.9
C3259,CARGA E TRANSPORTE ATÉ 5KM DE REVESTIMENTO BETUMINOSO DEMOLIDO,M3,29.27
C3277,ESCARIFICAÇÃO DE JAZIDAS/EMPRÉSTIMOS/CAMINHOS DE SERVIÇOS,M3,1.93
C3279,ESCAVAÇÃO COM ESTOCAGEM DE MATERIAL EXPURGADO (TERRA VEGETAL),M3,5.07
C3283,ESPALHAMENTO DO MATERIAL EXPURGADO (TERRA VEGETAL),M3,3.82
C3308,"RECONFORMAÇÃO DA FAIXA DE DOMÍNIO, EMPRÉSTIMOS, JAZIDAS E TALUDES",M2,0.2
